measurement,cluster,frequency,power_spectral_density
93,8.0,239,-0.52288
94,1.0,239,-0.34902
95,7.0,239,0.024588
96,11.0,239,-0.76005
97,10.0,239,-0.39325
98,3.0,239,-0.49523
99,6.0,239,-0.30903
100,3.0,239,-0.41662
101,10.0,239,-0.62953
102,6.0,239,-0.29432
103,9.0,239,-0.39164
104,5.0,239,-0.078083
105,11.0,239,-0.67699
106,4.0,239,-0.74518
107,1.0,239,-0.54023
108,10.0,239,-0.72552
109,8.0,239,-0.57151
110,3.0,239,-0.37523
111,8.0,239,-0.46179
112,3.0,239,-0.5381
113,4.0,239,-0.52946
114,10.0,239,-0.30946
115,10.0,239,-0.41075
116,8.0,239,-0.39033
117,6.0,239,-0.49217
118,5.0,239,-0.31104
119,11.0,239,-0.80399
120,6.0,239,-0.57952
121,1.0,239,-0.73418
122,10.0,239,-0.54313
123,4.0,239,-0.53949
124,5.0,239,0.19402
125,7.0,239,-0.4741
126,11.0,239,-0.56206
127,5.0,239,-0.065015
128,5.0,239,-0.60678
129,9.0,239,-0.31277
130,7.0,239,-0.51776
131,5.0,239,0.70117
132,3.0,239,-0.40261
133,11.0,239,-0.85367
134,6.0,239,-0.51942
135,4.0,239,-0.62994
136,8.0,239,-0.46521
137,11.0,239,-0.73093
138,10.0,239,-0.75026
139,1.0,239,-0.53155
140,11.0,239,-0.72423
141,3.0,239,-0.22497
142,9.0,239,-0.42276
143,9.0,239,-0.41954
144,6.0,239,-0.49799
145,3.0,239,-0.54005
146,2.0,239,-0.44895
147,2.0,239,-0.46777
148,2.0,239,-0.54196
149,3.0,239,-0.35511
150,10.0,239,-0.44541
151,6.0,239,-0.47372
152,2.0,239,-0.82312
153,4.0,239,-0.40129
154,2.0,239,-0.31402
155,3.0,239,-0.42826
156,9.0,239,-0.73453
157,2.0,239,-0.79757
158,10.0,239,-0.46682
159,6.0,239,-0.56609
160,4.0,239,-0.47207
161,5.0,239,-0.39897
162,3.0,239,-0.35325
163,5.0,239,-0.45143
164,2.0,239,-0.4945
165,3.0,239,-0.46182
166,7.0,239,-0.52218
167,10.0,239,-0.58816
168,5.0,239,-0.43084
169,10.0,239,-0.66503
170,9.0,239,-0.42496
171,1.0,239,-0.51514
172,6.0,239,-0.39547
173,10.0,239,-0.62906
174,3.0,239,-0.39955
175,7.0,239,-0.0082844
176,1.0,239,-0.54654
177,11.0,239,-0.54584
178,4.0,239,-0.57652
179,1.0,239,-0.59399
180,7.0,239,-0.55129
181,10.0,239,-0.34879
182,9.0,239,-0.56369
183,2.0,239,-0.55021
184,6.0,239,-0.49446
185,5.0,239,-0.52577
186,4.0,239,0.11641
187,11.0,239,-0.87926
188,2.0,239,-0.58156
189,8.0,239,-0.60018
190,7.0,239,-0.3358
191,7.0,239,-0.38699
192,11.0,239,-0.63335
193,4.0,239,-0.71848
194,8.0,239,-0.4756
195,8.0,239,-0.6324
196,1.0,239,-0.52383
197,7.0,239,-0.46438
198,6.0,239,-0.22631
199,1.0,239,-0.41324
200,1.0,239,-0.43019
201,5.0,239,0.86174
202,4.0,239,-0.27598
203,10.0,239,-0.28715
204,2.0,239,-0.4279
205,5.0,239,-0.42821
206,11.0,239,-0.8233
207,9.0,239,-0.42167
208,8.0,239,-0.49337
209,2.0,239,-0.63082
210,9.0,239,-0.43364
211,1.0,239,-0.45023
212,1.0,239,-0.35887
213,4.0,239,-0.43662
214,1.0,239,-0.4005
215,3.0,239,-0.39314
216,7.0,239,-0.38313
217,1.0,239,-0.44143
218,1.0,239,-0.36943
219,6.0,239,-0.65479
0,7.0,240,-0.37377
1,5.0,240,-0.4021
2,9.0,240,-0.48371
3,2.0,240,-0.56945
4,2.0,240,-0.47598
5,2.0,240,-0.694
6,9.0,240,-0.60683
7,2.0,240,-0.62369
8,8.0,240,-0.50072
9,5.0,240,-0.55355
10,9.0,240,-0.26572
11,5.0,240,-0.44752
12,8.0,240,-0.35727
13,6.0,240,-0.38558
14,10.0,240,-0.43013
15,6.0,240,-0.6372
16,7.0,240,-0.57528
17,9.0,240,0.58181
18,2.0,240,-0.60621
19,1.0,240,-0.37363
20,7.0,240,-0.26246
21,8.0,240,-0.49933
22,3.0,240,-0.41907
23,8.0,240,0.34729
24,1.0,240,-0.718
25,5.0,240,-0.22825
26,9.0,240,0.055483
27,7.0,240,-0.34083
28,4.0,240,-0.69181
29,1.0,240,-0.33929
30,7.0,240,-0.55581
31,7.0,240,-0.27439
32,4.0,240,-0.40084
33,6.0,240,-0.42153
34,1.0,240,-0.38662
35,6.0,240,-0.42511
36,3.0,240,-0.38586
37,6.0,240,-0.40355
38,9.0,240,-0.5427
39,11.0,240,-0.85406
40,2.0,240,-0.37985
41,7.0,240,-0.47949
42,10.0,240,-0.51029
43,8.0,240,-0.4561
44,3.0,240,-0.34882
45,10.0,240,-0.79291
46,11.0,240,-0.52174
47,4.0,240,-0.3537
48,11.0,240,-0.71324
49,3.0,240,-0.48912
50,11.0,240,-0.88798
51,11.0,240,-0.71743
52,6.0,240,-0.57839
53,11.0,240,-0.79072
54,9.0,240,-0.56228
55,8.0,240,-0.021885
56,8.0,240,-0.4108
57,9.0,240,-0.41902
58,4.0,240,-0.68785
59,4.0,240,-0.46827
60,4.0,240,-0.49532
61,4.0,240,-0.44399
62,4.0,240,-0.59291
63,7.0,240,-0.47083
64,6.0,240,-0.42845
65,7.0,240,-0.53072
66,3.0,240,-0.58894
67,2.0,240,-0.42071
68,1.0,240,-0.42264
69,5.0,240,-0.3855
70,10.0,240,-0.46527
71,11.0,240,-0.73397
72,10.0,240,-0.4298
73,6.0,240,-0.10488
74,2.0,240,-0.50845
75,5.0,240,0.20963
76,8.0,240,-0.69071
77,3.0,240,-0.33355
78,4.0,240,-0.57811
79,11.0,240,-1.027
80,8.0,240,-0.55778
81,5.0,240,-0.44918
82,9.0,240,-0.36182
83,10.0,240,-0.61582
84,8.0,240,-0.63602
85,11.0,240,-0.17884
86,5.0,240,0.58196
87,3.0,240,-0.39251
88,9.0,240,-0.40778
89,2.0,240,-0.60459
90,7.0,240,-0.39565
91,8.0,240,-0.58915
92,9.0,240,-0.44343
93,8.0,240,-0.52563
94,1.0,240,-0.3482
95,7.0,240,-0.00034108
96,11.0,240,-0.75145
97,10.0,240,-0.39582
98,3.0,240,-0.49524
99,6.0,240,-0.25839
100,3.0,240,-0.41774
101,10.0,240,-0.64958
102,6.0,240,-0.30476
103,9.0,240,-0.37477
104,5.0,240,-0.016971
105,11.0,240,-0.72115
106,4.0,240,-0.74908
107,1.0,240,-0.53879
108,10.0,240,-0.73741
109,8.0,240,-0.57204
110,3.0,240,-0.37529
111,8.0,240,-0.46177
112,3.0,240,-0.53807
113,4.0,240,-0.53129
114,10.0,240,-0.32218
115,10.0,240,-0.40512
116,8.0,240,-0.39713
117,6.0,240,-0.49987
118,5.0,240,-0.32289
119,11.0,240,-0.79444
120,6.0,240,-0.56925
121,1.0,240,-0.74085
122,10.0,240,-0.54289
123,4.0,240,-0.5364
124,5.0,240,0.25871
125,7.0,240,-0.47397
126,11.0,240,-0.56279
127,5.0,240,-0.041464
128,5.0,240,-0.61156
129,9.0,240,-0.33023
130,7.0,240,-0.50873
131,5.0,240,0.66294
132,3.0,240,-0.40181
133,11.0,240,-0.86336
134,6.0,240,-0.53936
135,4.0,240,-0.63497
136,8.0,240,-0.46523
137,11.0,240,-0.74204
138,10.0,240,-0.74788
139,1.0,240,-0.53139
140,11.0,240,-0.72171
141,3.0,240,-0.20362
142,9.0,240,-0.4116
143,9.0,240,-0.44103
144,6.0,240,-0.5103
145,3.0,240,-0.54015
146,2.0,240,-0.45095
147,2.0,240,-0.46748
148,2.0,240,-0.54226
149,3.0,240,-0.35677
150,10.0,240,-0.43123
151,6.0,240,-0.47395
152,2.0,240,-0.82609
153,4.0,240,-0.40617
154,2.0,240,-0.31259
155,3.0,240,-0.39595
156,9.0,240,-0.72619
157,2.0,240,-0.79895
158,10.0,240,-0.48534
159,6.0,240,-0.61681
160,4.0,240,-0.46137
161,5.0,240,-0.41979
162,3.0,240,-0.35021
163,5.0,240,-0.46804
164,2.0,240,-0.49722
165,3.0,240,-0.46026
166,7.0,240,-0.53504
167,10.0,240,-0.61096
168,5.0,240,-0.46426
169,10.0,240,-0.64989
170,9.0,240,-0.40808
171,1.0,240,-0.51188
172,6.0,240,-0.3987
173,10.0,240,-0.65965
174,3.0,240,-0.39939
175,7.0,240,-0.052499
176,1.0,240,-0.53932
177,11.0,240,-0.54714
178,4.0,240,-0.55607
179,1.0,240,-0.59414
180,7.0,240,-0.51339
181,10.0,240,-0.34872
182,9.0,240,-0.56063
183,2.0,240,-0.54913
184,6.0,240,-0.49518
185,5.0,240,-0.56502
186,4.0,240,0.16531
187,11.0,240,-0.88176
188,2.0,240,-0.58649
189,8.0,240,-0.60274
190,7.0,240,-0.33592
191,7.0,240,-0.38696
192,11.0,240,-0.64141
193,4.0,240,-0.72733
194,8.0,240,-0.45065
195,8.0,240,-0.62689
196,1.0,240,-0.5243
197,7.0,240,-0.46538
198,6.0,240,-0.25677
199,1.0,240,-0.41673
200,1.0,240,-0.42169
201,5.0,240,0.71009
202,4.0,240,-0.32488
203,10.0,240,-0.28621
204,2.0,240,-0.44035
205,5.0,240,-0.43919
206,11.0,240,-0.82103
207,9.0,240,-0.43342
208,8.0,240,-0.42997
209,2.0,240,-0.5134
210,9.0,240,-0.44229
211,1.0,240,-0.45026
212,1.0,240,-0.3617
213,4.0,240,-0.39765
214,1.0,240,-0.40035
215,3.0,240,-0.39326
216,7.0,240,-0.38691
217,1.0,240,-0.4414
218,1.0,240,-0.36984
219,6.0,240,-0.6571
0,7.0,241,-0.37368
1,5.0,241,-0.37882
2,9.0,241,-0.43895
3,2.0,241,-0.58789
4,2.0,241,-0.4761
5,2.0,241,-0.6867
6,9.0,241,-0.61114
7,2.0,241,-0.61505
8,8.0,241,-0.49846
9,5.0,241,-0.55426
10,9.0,241,-0.19624
11,5.0,241,-0.45422
12,8.0,241,-0.35103
13,6.0,241,-0.38164
14,10.0,241,-0.43022
15,6.0,241,-0.6373
16,7.0,241,-0.57514
17,9.0,241,0.56525
18,2.0,241,-0.60587
19,1.0,241,-0.37363
20,7.0,241,-0.30789
21,8.0,241,-0.50051
22,3.0,241,-0.42094
23,8.0,241,0.29168
24,1.0,241,-0.71257
25,5.0,241,-0.24327
26,9.0,241,-0.0040307
27,7.0,241,-0.34118
28,4.0,241,-0.69029
29,1.0,241,-0.33552
30,7.0,241,-0.55578
31,7.0,241,-0.28232
32,4.0,241,-0.3908
33,6.0,241,-0.42733
34,1.0,241,-0.3825
35,6.0,241,-0.46424
36,3.0,241,-0.37869
37,6.0,241,-0.40378
38,9.0,241,-0.55351
39,11.0,241,-0.85423
40,2.0,241,-0.39409
41,7.0,241,-0.47624
42,10.0,241,-0.50732
43,8.0,241,-0.46791
44,3.0,241,-0.36274
45,10.0,241,-0.78182
46,11.0,241,-0.51469
47,4.0,241,-0.36639
48,11.0,241,-0.71566
49,3.0,241,-0.48908
50,11.0,241,-0.88176
51,11.0,241,-0.72055
52,6.0,241,-0.57371
53,11.0,241,-0.77009
54,9.0,241,-0.56237
55,8.0,241,-0.075533
56,8.0,241,-0.46224
57,9.0,241,-0.44409
58,4.0,241,-0.6913
59,4.0,241,-0.4682
60,4.0,241,-0.49702
61,4.0,241,-0.47419
62,4.0,241,-0.60541
63,7.0,241,-0.47016
64,6.0,241,-0.46141
65,7.0,241,-0.53083
66,3.0,241,-0.58288
67,2.0,241,-0.42638
68,1.0,241,-0.42242
69,5.0,241,-0.38426
70,10.0,241,-0.46991
71,11.0,241,-0.72943
72,10.0,241,-0.45831
73,6.0,241,-0.10651
74,2.0,241,-0.50758
75,5.0,241,0.17539
76,8.0,241,-0.68386
77,3.0,241,-0.30246
78,4.0,241,-0.57524
79,11.0,241,-1.0254
80,8.0,241,-0.55941
81,5.0,241,-0.46604
82,9.0,241,-0.33163
83,10.0,241,-0.61726
84,8.0,241,-0.65423
85,11.0,241,-0.2137
86,5.0,241,0.36104
87,3.0,241,-0.41462
88,9.0,241,-0.40776
89,2.0,241,-0.60551
90,7.0,241,-0.39608
91,8.0,241,-0.59027
92,9.0,241,-0.44425
93,8.0,241,-0.52833
94,1.0,241,-0.34729
95,7.0,241,-0.03334
96,11.0,241,-0.76212
97,10.0,241,-0.39713
98,3.0,241,-0.49488
99,6.0,241,-0.20608
100,3.0,241,-0.41799
101,10.0,241,-0.66996
102,6.0,241,-0.32499
103,9.0,241,-0.34706
104,5.0,241,0.017807
105,11.0,241,-0.74928
106,4.0,241,-0.74943
107,1.0,241,-0.54086
108,10.0,241,-0.74155
109,8.0,241,-0.56581
110,3.0,241,-0.37522
111,8.0,241,-0.46175
112,3.0,241,-0.53762
113,4.0,241,-0.53133
114,10.0,241,-0.34569
115,10.0,241,-0.39912
116,8.0,241,-0.40781
117,6.0,241,-0.50952
118,5.0,241,-0.34366
119,11.0,241,-0.78346
120,6.0,241,-0.54498
121,1.0,241,-0.74794
122,10.0,241,-0.54578
123,4.0,241,-0.53361
124,5.0,241,0.30517
125,7.0,241,-0.47428
126,11.0,241,-0.56321
127,5.0,241,-0.046315
128,5.0,241,-0.61645
129,9.0,241,-0.35023
130,7.0,241,-0.49719
131,5.0,241,0.75943
132,3.0,241,-0.40047
133,11.0,241,-0.87118
134,6.0,241,-0.5559
135,4.0,241,-0.63929
136,8.0,241,-0.46521
137,11.0,241,-0.75178
138,10.0,241,-0.77778
139,1.0,241,-0.53374
140,11.0,241,-0.77172
141,3.0,241,-0.18891
142,9.0,241,-0.39049
143,9.0,241,-0.46858
144,6.0,241,-0.51538
145,3.0,241,-0.53896
146,2.0,241,-0.45276
147,2.0,241,-0.46808
148,2.0,241,-0.54232
149,3.0,241,-0.35525
150,10.0,241,-0.44907
151,6.0,241,-0.47383
152,2.0,241,-0.82667
153,4.0,241,-0.41253
154,2.0,241,-0.31097
155,3.0,241,-0.37859
156,9.0,241,-0.67823
157,2.0,241,-0.80043
158,10.0,241,-0.49521
159,6.0,241,-0.65742
160,4.0,241,-0.45315
161,5.0,241,-0.42299
162,3.0,241,-0.34625
163,5.0,241,-0.48021
164,2.0,241,-0.49684
165,3.0,241,-0.45926
166,7.0,241,-0.54445
167,10.0,241,-0.6047
168,5.0,241,-0.49827
169,10.0,241,-0.63548
170,9.0,241,-0.38756
171,1.0,241,-0.5078
172,6.0,241,-0.40033
173,10.0,241,-0.67409
174,3.0,241,-0.39903
175,7.0,241,-0.10303
176,1.0,241,-0.53009
177,11.0,241,-0.54833
178,4.0,241,-0.5405
179,1.0,241,-0.59418
180,7.0,241,-0.46868
181,10.0,241,-0.34868
182,9.0,241,-0.55613
183,2.0,241,-0.548
184,6.0,241,-0.49632
185,5.0,241,-0.60752
186,4.0,241,0.18218
187,11.0,241,-0.88357
188,2.0,241,-0.58957
189,8.0,241,-0.60407
190,7.0,241,-0.33602
191,7.0,241,-0.38696
192,11.0,241,-0.64767
193,4.0,241,-0.73494
194,8.0,241,-0.4153
195,8.0,241,-0.62106
196,1.0,241,-0.52471
197,7.0,241,-0.4667
198,6.0,241,-0.29616
199,1.0,241,-0.41914
200,1.0,241,-0.41012
201,5.0,241,0.53779
202,4.0,241,-0.35657
203,10.0,241,-0.28582
204,2.0,241,-0.44385
205,5.0,241,-0.45058
206,11.0,241,-0.82037
207,9.0,241,-0.44545
208,8.0,241,-0.36362
209,2.0,241,-0.41357
210,9.0,241,-0.44758
211,1.0,241,-0.45044
212,1.0,241,-0.36457
213,4.0,241,-0.37075
214,1.0,241,-0.40029
215,3.0,241,-0.39317
216,7.0,241,-0.39112
217,1.0,241,-0.44136
218,1.0,241,-0.36751
219,6.0,241,-0.65836
0,7.0,242,-0.37372
1,5.0,242,-0.3684
2,9.0,242,-0.40602
3,2.0,242,-0.61073
4,2.0,242,-0.48189
5,2.0,242,-0.67223
6,9.0,242,-0.6131
7,2.0,242,-0.59906
8,8.0,242,-0.4952
9,5.0,242,-0.55419
10,9.0,242,-0.10593
11,5.0,242,-0.45881
12,8.0,242,-0.34711
13,6.0,242,-0.37799
14,10.0,242,-0.42997
15,6.0,242,-0.63693
16,7.0,242,-0.57452
17,9.0,242,0.50896
18,2.0,242,-0.6051
19,1.0,242,-0.37368
20,7.0,242,-0.34266
21,8.0,242,-0.5059
22,3.0,242,-0.42312
23,8.0,242,0.063765
24,1.0,242,-0.7144
25,5.0,242,-0.28382
26,9.0,242,-0.15702
27,7.0,242,-0.34118
28,4.0,242,-0.69182
29,1.0,242,-0.32799
30,7.0,242,-0.55605
31,7.0,242,-0.29329
32,4.0,242,-0.38047
33,6.0,242,-0.42806
34,1.0,242,-0.37217
35,6.0,242,-0.49182
36,3.0,242,-0.37169
37,6.0,242,-0.4093
38,9.0,242,-0.56178
39,11.0,242,-0.86746
40,2.0,242,-0.40059
41,7.0,242,-0.47225
42,10.0,242,-0.50927
43,8.0,242,-0.47299
44,3.0,242,-0.38396
45,10.0,242,-0.77181
46,11.0,242,-0.50883
47,4.0,242,-0.39013
48,11.0,242,-0.71628
49,3.0,242,-0.48901
50,11.0,242,-0.87097
51,11.0,242,-0.73009
52,6.0,242,-0.56864
53,11.0,242,-0.75149
54,9.0,242,-0.56274
55,8.0,242,-0.15338
56,8.0,242,-0.50074
57,9.0,242,-0.46174
58,4.0,242,-0.69273
59,4.0,242,-0.4681
60,4.0,242,-0.49729
61,4.0,242,-0.49269
62,4.0,242,-0.61893
63,7.0,242,-0.46654
64,6.0,242,-0.51189
65,7.0,242,-0.53096
66,3.0,242,-0.57728
67,2.0,242,-0.42903
68,1.0,242,-0.42173
69,5.0,242,-0.3876
70,10.0,242,-0.47928
71,11.0,242,-0.72862
72,10.0,242,-0.48344
73,6.0,242,-0.13543
74,2.0,242,-0.50878
75,5.0,242,0.091733
76,8.0,242,-0.67599
77,3.0,242,-0.25302
78,4.0,242,-0.57163
79,11.0,242,-1.0172
80,8.0,242,-0.56096
81,5.0,242,-0.48285
82,9.0,242,-0.29708
83,10.0,242,-0.61753
84,8.0,242,-0.66011
85,11.0,242,-0.25483
86,5.0,242,0.17621
87,3.0,242,-0.42621
88,9.0,242,-0.40777
89,2.0,242,-0.60571
90,7.0,242,-0.39623
91,8.0,242,-0.59068
92,9.0,242,-0.44357
93,8.0,242,-0.53048
94,1.0,242,-0.33053
95,7.0,242,-0.069372
96,11.0,242,-0.77673
97,10.0,242,-0.40182
98,3.0,242,-0.4945
99,6.0,242,-0.15603
100,3.0,242,-0.41838
101,10.0,242,-0.68888
102,6.0,242,-0.34933
103,9.0,242,-0.28996
104,5.0,242,0.011558
105,11.0,242,-0.76695
106,4.0,242,-0.74641
107,1.0,242,-0.5457
108,10.0,242,-0.73886
109,8.0,242,-0.54392
110,3.0,242,-0.37516
111,8.0,242,-0.46172
112,3.0,242,-0.53669
113,4.0,242,-0.53
114,10.0,242,-0.35988
115,10.0,242,-0.3921
116,8.0,242,-0.42083
117,6.0,242,-0.52036
118,5.0,242,-0.37101
119,11.0,242,-0.77217
120,6.0,242,-0.50546
121,1.0,242,-0.75564
122,10.0,242,-0.55022
123,4.0,242,-0.53134
124,5.0,242,0.32678
125,7.0,242,-0.475
126,11.0,242,-0.56334
127,5.0,242,-0.017459
128,5.0,242,-0.62134
129,9.0,242,-0.37189
130,7.0,242,-0.48492
131,5.0,242,0.78361
132,3.0,242,-0.3984
133,11.0,242,-0.87235
134,6.0,242,-0.56887
135,4.0,242,-0.64256
136,8.0,242,-0.46527
137,11.0,242,-0.75774
138,10.0,242,-0.81045
139,1.0,242,-0.5254
140,11.0,242,-0.75282
141,3.0,242,-0.18224
142,9.0,242,-0.35949
143,9.0,242,-0.50025
144,6.0,242,-0.51555
145,3.0,242,-0.53749
146,2.0,242,-0.45308
147,2.0,242,-0.46715
148,2.0,242,-0.54249
149,3.0,242,-0.35403
150,10.0,242,-0.48642
151,6.0,242,-0.47256
152,2.0,242,-0.82696
153,4.0,242,-0.42036
154,2.0,242,-0.30961
155,3.0,242,-0.35434
156,9.0,242,-0.58178
157,2.0,242,-0.80142
158,10.0,242,-0.50149
159,6.0,242,-0.69129
160,4.0,242,-0.44713
161,5.0,242,-0.42435
162,3.0,242,-0.34038
163,5.0,242,-0.4883
164,2.0,242,-0.49851
165,3.0,242,-0.45778
166,7.0,242,-0.55046
167,10.0,242,-0.58955
168,5.0,242,-0.53209
169,10.0,242,-0.6257
170,9.0,242,-0.36852
171,1.0,242,-0.50533
172,6.0,242,-0.40087
173,10.0,242,-0.69959
174,3.0,242,-0.39838
175,7.0,242,-0.15503
176,1.0,242,-0.51825
177,11.0,242,-0.5498
178,4.0,242,-0.52909
179,1.0,242,-0.59412
180,7.0,242,-0.41798
181,10.0,242,-0.34847
182,9.0,242,-0.54963
183,2.0,242,-0.54628
184,6.0,242,-0.4972
185,5.0,242,-0.65089
186,4.0,242,0.16664
187,11.0,242,-0.88367
188,2.0,242,-0.59497
189,8.0,242,-0.60422
190,7.0,242,-0.33613
191,7.0,242,-0.38708
192,11.0,242,-0.65252
193,4.0,242,-0.74107
194,8.0,242,-0.3689
195,8.0,242,-0.61473
196,1.0,242,-0.52483
197,7.0,242,-0.46552
198,6.0,242,-0.31032
199,1.0,242,-0.42043
200,1.0,242,-0.39651
201,5.0,242,0.37286
202,4.0,242,-0.3745
203,10.0,242,-0.28605
204,2.0,242,-0.43555
205,5.0,242,-0.46175
206,11.0,242,-0.81913
207,9.0,242,-0.45582
208,8.0,242,-0.3039
209,2.0,242,-0.35095
210,9.0,242,-0.45024
211,1.0,242,-0.45049
212,1.0,242,-0.36561
213,4.0,242,-0.3625
214,1.0,242,-0.40021
215,3.0,242,-0.39319
216,7.0,242,-0.39121
217,1.0,242,-0.44129
218,1.0,242,-0.35882
219,6.0,242,-0.65891
0,7.0,243,-0.37384
1,5.0,243,-0.37061
2,9.0,243,-0.39504
3,2.0,243,-0.61417
4,2.0,243,-0.49508
5,2.0,243,-0.64956
6,9.0,243,-0.61351
7,2.0,243,-0.60235
8,8.0,243,-0.49045
9,5.0,243,-0.55537
10,9.0,243,0.0035909
11,5.0,243,-0.46172
12,8.0,243,-0.34645
13,6.0,243,-0.37461
14,10.0,243,-0.43015
15,6.0,243,-0.63693
16,7.0,243,-0.57348
17,9.0,243,0.42141
18,2.0,243,-0.60426
19,1.0,243,-0.37378
20,7.0,243,-0.36681
21,8.0,243,-0.51229
22,3.0,243,-0.42568
23,8.0,243,-0.19486
24,1.0,243,-0.72004
25,5.0,243,-0.32255
26,9.0,243,-0.19532
27,7.0,243,-0.34145
28,4.0,243,-0.6947
29,1.0,243,-0.31758
30,7.0,243,-0.55493
31,7.0,243,-0.31448
32,4.0,243,-0.36963
33,6.0,243,-0.43436
34,1.0,243,-0.3331
35,6.0,243,-0.50869
36,3.0,243,-0.35438
37,6.0,243,-0.42626
38,9.0,243,-0.56718
39,11.0,243,-0.88029
40,2.0,243,-0.40388
41,7.0,243,-0.4713
42,10.0,243,-0.516
43,8.0,243,-0.47588
44,3.0,243,-0.40167
45,10.0,243,-0.75546
46,11.0,243,-0.51127
47,4.0,243,-0.42284
48,11.0,243,-0.71662
49,3.0,243,-0.48896
50,11.0,243,-0.85529
51,11.0,243,-0.74044
52,6.0,243,-0.56372
53,11.0,243,-0.73678
54,9.0,243,-0.56295
55,8.0,243,-0.24126
56,8.0,243,-0.50608
57,9.0,243,-0.47323
58,4.0,243,-0.6955
59,4.0,243,-0.4681
60,4.0,243,-0.49717
61,4.0,243,-0.50412
62,4.0,243,-0.6244
63,7.0,243,-0.46589
64,6.0,243,-0.56555
65,7.0,243,-0.53105
66,3.0,243,-0.56945
67,2.0,243,-0.43082
68,1.0,243,-0.42098
69,5.0,243,-0.39455
70,10.0,243,-0.48458
71,11.0,243,-0.72566
72,10.0,243,-0.50961
73,6.0,243,-0.17605
74,2.0,243,-0.50794
75,5.0,243,-0.031295
76,8.0,243,-0.66967
77,3.0,243,-0.20325
78,4.0,243,-0.56747
79,11.0,243,-1.0164
80,8.0,243,-0.56242
81,5.0,243,-0.49771
82,9.0,243,-0.25965
83,10.0,243,-0.61676
84,8.0,243,-0.66484
85,11.0,243,-0.298
86,5.0,243,0.036589
87,3.0,243,-0.43312
88,9.0,243,-0.40795
89,2.0,243,-0.60548
90,7.0,243,-0.39609
91,8.0,243,-0.5912
92,9.0,243,-0.4445
93,8.0,243,-0.53213
94,1.0,243,-0.2946
95,7.0,243,-0.1041
96,11.0,243,-0.77196
97,10.0,243,-0.4055
98,3.0,243,-0.49382
99,6.0,243,-0.11214
100,3.0,243,-0.41883
101,10.0,243,-0.70645
102,6.0,243,-0.37444
103,9.0,243,-0.25019
104,5.0,243,-0.031358
105,11.0,243,-0.79519
106,4.0,243,-0.74246
107,1.0,243,-0.55123
108,10.0,243,-0.73167
109,8.0,243,-0.50834
110,3.0,243,-0.37517
111,8.0,243,-0.46168
112,3.0,243,-0.53504
113,4.0,243,-0.52774
114,10.0,243,-0.36986
115,10.0,243,-0.38616
116,8.0,243,-0.43476
117,6.0,243,-0.52978
118,5.0,243,-0.39611
119,11.0,243,-0.76113
120,6.0,243,-0.44991
121,1.0,243,-0.76443
122,10.0,243,-0.55508
123,4.0,243,-0.52966
124,5.0,243,0.31621
125,7.0,243,-0.47601
126,11.0,243,-0.5633
127,5.0,243,0.012542
128,5.0,243,-0.62646
129,9.0,243,-0.39415
130,7.0,243,-0.47462
131,5.0,243,0.68795
132,3.0,243,-0.39562
133,11.0,243,-0.87426
134,6.0,243,-0.5777
135,4.0,243,-0.64466
136,8.0,243,-0.46521
137,11.0,243,-0.75781
138,10.0,243,-0.79846
139,1.0,243,-0.50566
140,11.0,243,-0.77006
141,3.0,243,-0.18427
142,9.0,243,-0.32903
143,9.0,243,-0.52795
144,6.0,243,-0.51908
145,3.0,243,-0.53421
146,2.0,243,-0.45106
147,2.0,243,-0.46865
148,2.0,243,-0.54269
149,3.0,243,-0.3547
150,10.0,243,-0.51887
151,6.0,243,-0.46885
152,2.0,243,-0.82708
153,4.0,243,-0.42896
154,2.0,243,-0.30832
155,3.0,243,-0.29268
156,9.0,243,-0.45695
157,2.0,243,-0.80127
158,10.0,243,-0.50773
159,6.0,243,-0.72343
160,4.0,243,-0.4413
161,5.0,243,-0.42955
162,3.0,243,-0.32827
163,5.0,243,-0.48792
164,2.0,243,-0.49771
165,3.0,243,-0.45574
166,7.0,243,-0.55053
167,10.0,243,-0.61161
168,5.0,243,-0.56561
169,10.0,243,-0.5983
170,9.0,243,-0.35287
171,1.0,243,-0.50522
172,6.0,243,-0.40098
173,10.0,243,-0.72234
174,3.0,243,-0.39754
175,7.0,243,-0.19983
176,1.0,243,-0.50364
177,11.0,243,-0.55124
178,4.0,243,-0.5208
179,1.0,243,-0.59407
180,7.0,243,-0.36316
181,10.0,243,-0.34822
182,9.0,243,-0.54052
183,2.0,243,-0.54318
184,6.0,243,-0.49788
185,5.0,243,-0.6824
186,4.0,243,0.12028
187,11.0,243,-0.88323
188,2.0,243,-0.59666
189,8.0,243,-0.60346
190,7.0,243,-0.33623
191,7.0,243,-0.38718
192,11.0,243,-0.65623
193,4.0,243,-0.74611
194,8.0,243,-0.31276
195,8.0,243,-0.60573
196,1.0,243,-0.52446
197,7.0,243,-0.4642
198,6.0,243,-0.3261
199,1.0,243,-0.42067
200,1.0,243,-0.37797
201,5.0,243,0.23413
202,4.0,243,-0.38004
203,10.0,243,-0.28637
204,2.0,243,-0.42493
205,5.0,243,-0.47147
206,11.0,243,-0.82358
207,9.0,243,-0.46796
208,8.0,243,-0.23723
209,2.0,243,-0.33903
210,9.0,243,-0.45104
211,1.0,243,-0.45044
212,1.0,243,-0.36674
213,4.0,243,-0.37463
